product_id_A,category_A,product_id_B,category_B,avg_price_A,avg_price_B,avg_total_freight,product_similarity,bundle_effectiveness,price_ratio,total_bundle_cost,freight_to_price_ratio
00faa46f36261af8bbf3a4d37fa4841b,fashion_bags_accessories,63094ac128b54dd72d511043411df079,fashion_bags_accessories,270.0,250.0,16.59,1,0,1.0799956800172799,520.0,0.031903784800413844
010a3a47c14f1295796c08419f32cef6,telephony,3a98bcea866c31f53b35a41d3822f908,telephony,9.99,18.99,18.15,1,0,0.5260386498867885,28.979999999999997,0.6262723853559229
0111ab6fb41da433e0f17d3f4ec2c8f5,toys,25e76274904336669da4cebe1233cde1,toys,35.0,35.0,43.38,1,0,0.9999714293877319,70.0,0.6197054327795317
0111ab6fb41da433e0f17d3f4ec2c8f5,toys,640799dabd2dfd5da2769270ca71ad65,toys,35.0,45.0,43.38,1,0,0.7777604942112398,80.0,0.5422432219597255
0111ab6fb41da433e0f17d3f4ec2c8f5,toys,755bf675d1b9d60401eed72669e2513e,toys,35.0,50.0,8.61,1,0,0.6999860002799945,85.0,0.10129292596557686
0111ab6fb41da433e0f17d3f4ec2c8f5,toys,88007f00299939d563c9565c054d2cd7,toys,35.0,30.0,8.61,1,0,1.166627779074031,65.0,0.13245950062306733
0111ab6fb41da433e0f17d3f4ec2c8f5,toys,d04260412d1933cf60238985c57b1749,toys,35.0,35.0,43.38,1,0,0.9999714293877319,70.0,0.6197054327795317
011377a7487fef47fc9e73fa5f7322a6,baby,57d5fd37a8452e7577b5eeb0186caba5,sports_leisure,48.99,141.0,28.49,0,0,0.347444344366352,189.99,0.14995447152759867
011bb8a6af5178b33871a83c4f297d32,computers_accessories,dcea90efda71f06e7a5eafd530c7ff8c,computers_accessories,31.58,37.8,15.93,1,0,0.8354276341895718,69.38,0.2296017641717473
011c2759ca1a29c74ecd8bfa48d0ac14,housewares,c972f4335f5cbefd22a5826ee661ac93,housewares,22.9,22.9,18.26,1,0,0.9999563337845508,45.8,0.398681251501059
013ee64977aaa6b2b25475095162e0e9,bed_bath_table,e934947ca6b64f5a6d864e21dca13b73,bed_bath_table,69.99,47.85,14.14,1,0,1.4626653570458297,117.84,0.11999219287005371
013ee64977aaa6b2b25475095162e0e9,bed_bath_table,f6fa93875f4a7dac03e0a22143f4d815,bed_bath_table,69.99,49.95,31.87,1,0,1.4011731496866928,119.94,0.2657139760382188
01422266d7a3131403364787ef9dab11,cool_stuff,fc5bf9e50dbfb45e7634bd8c045411c5,cool_stuff,33.9,15.9,3.6300000000000003,1,1,2.13194138733413,49.8,0.07289010260838137
014a8a503291921f7b004a5215bb3c36,baby,0d704e7a1f7ac1c5c03247e845d18f93,housewares,36.9,39.9,2.63,0,0,0.9247888524097141,76.8,0.034244345776747696
014a8a503291921f7b004a5215bb3c36,baby,14dffa241a078aeaebaef48a49e807ca,baby,36.9,64.9,2.63,1,0,0.5685582656661684,101.80000000000001,0.025834716751308922
014a8a503291921f7b004a5215bb3c36,baby,3c261802e239d1f2dcda5ed49aa14220,toys,36.9,79.9,6.52,0,0,0.4618215041113377,116.80000000000001,0.05582143988493248
014a8a503291921f7b004a5215bb3c36,baby,41f5f13f79496717b1d90ef30551333b,auto,35.99,59.9,8.2,0,0,0.600824694078563,95.89,0.08551376041547172
014a8a503291921f7b004a5215bb3c36,baby,8d98dedc3c19de17f1a090195e85d6b6,toys,36.9,49.9,8.61,0,0,0.7394641389952106,86.8,0.0991924056174468
014a8a503291921f7b004a5215bb3c36,baby,d6bbda35f0b8505c2f824f1d90295855,toys,35.99,54.99,7.78,0,0,0.6544707315742576,90.98,0.08551235972345873
0152f69b6cf919bcdaf117aa8c43e5a2,bed_bath_table,642a40d4d73b4b2604968937de13634a,bed_bath_table,13.9,12.9,8.52,1,1,1.0774358576854508,26.8,0.3178985858736614
0152f69b6cf919bcdaf117aa8c43e5a2,bed_bath_table,6c936d19c8369a0133f91638147d81db,bed_bath_table,17.9,19.9,6.63,1,0,0.899452288829707,37.8,0.17539218539192086
0152f69b6cf919bcdaf117aa8c43e5a2,bed_bath_table,7ca5f56188492e30c50ba64de188aae7,bed_bath_table,13.9,13.9,13.54,1,1,0.9999280627293001,27.8,0.48703284054530405
0152f69b6cf919bcdaf117aa8c43e5a2,bed_bath_table,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,17.9,17.9,12.79,1,0,0.9999441371990391,35.8,0.35725259070975673
015e04445dedbd5da301ef29cbb03f83,bed_bath_table,0781ed724941f4eaafbd9e6c5a20be49,bed_bath_table,62.7,62.7,15.65,1,0,0.9999840512910481,125.4,0.1247996427460706
0160785b697a5ea87d52949bd097ce05,luggage_accessories,4621f88827b983332c2a833d49c2ae35,luggage_accessories,208.9,219.9,69.36,1,0,0.9499729423695208,428.8,0.1617533541199764
0164201c7c8b81dc5779e015e2d7be59,bed_bath_table,4f2c53c9a1a7a00a247b351c1fdbed13,bed_bath_table,21.99,21.99,10.49,1,0,0.9999545268518939,43.98,0.23851208476387534
0168e1b28d8e55a515928cf656eff0a4,auto,ecaae002060173ec59f5b168cbd55d70,auto,39.9,32.9,21.08,1,0,1.2127290963800494,72.8,0.2895564621365091
017692475c1c954ff597feda05131d73,perfumery,44291e25afe160dfe5f844da1b0f8b15,perfumery,13.99,13.99,15.23,1,0,0.9999285254806661,27.98,0.5442979164433008
017692475c1c954ff597feda05131d73,perfumery,537795846d3155fd59b4eb12545b1b2f,perfumery,13.99,13.99,7.78,1,0,0.9999285254806661,27.98,0.27804581680426005
017692475c1c954ff597feda05131d73,perfumery,f2ecbb02b6da187a9f14b8ac5781faec,perfumery,13.99,13.99,14.81,1,1,0.9999285254806661,27.98,0.5292877309602945
019003324f0a201dd2c8962beaf94b6d,books_imported,97de49733ccaac64d122444d8db709d1,books_imported,64.99,64.99,19.37,1,0,0.9999846132541428,129.98,0.14902178010632325
01b0238705b6ae8e35c6fea837e6ae4a,health_beauty,27cdfae8c8c8a703a13663e4c629ef39,health_beauty,8.03,17.73,5.46,1,0,0.4528791382324741,25.759999999999998,0.21194829393268896
01b660ebc1a0c293ccf9b117fa6dd8bb,housewares,b0da53e60d332dda5010da35eb6dc537,home_construction,54.9,39.95,13.44,0,0,1.3741833746339265,94.85,0.14169592307935605
01b660ebc1a0c293ccf9b117fa6dd8bb,housewares,cad04bbd56e9e1392a586f51477a7e3b,housewares,54.9,109.9,13.44,1,0,0.4995404955368922,164.8,0.08155290319840292
01bc2a3c12d6e588aecb54ffad194c13,sports_leisure,ce066f4a83649651549d717c9b566816,sports_leisure,119.8,69.9,24.07,1,0,1.7138524484628257,189.7,0.12688388569380235
01cf7c4cffff8db0a1cbe612bd2d50a4,furniture_decor,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,17.75,119.0,35.09,0,0,0.14915841043352576,136.75,0.25659775796886314
01cfc3d9c29504c2d370933e53f002b4,perfumery,c4e4a69d5b6ca483ab74aa846587d11f,perfumery,179.0,179.0,38.16,1,0,0.9999944134390311,358.0,0.10659188102826528
01d40fca05c4227b987ee069be837b49,construction_tools_lights,732a5a52382de386f82728b54616c44c,construction_tools_lights,199.9,109.9,18.7,1,0,1.818909746044167,309.8,0.060361328723922775
01d40fca05c4227b987ee069be837b49,construction_tools_lights,f0f8e8693b43bde9ee1a7eedfe3d067b,construction_tools_lights,199.9,159.9,18.7,1,0,1.2501485294025678,359.8,0.051973174060105445
01e20e6604216c8adb31d463214ba00c,home_construction,c2c4abda0d688d5c2a7f48644ee55a8c,electronics,319.9,499.9,36.03,0,0,0.6399267054876866,819.8,0.04394969022970209
01ef0716b68c8493434ad32430c24e18,bed_bath_table,aed1b83c5061ac7f89d40daa1bd3be6c,bed_bath_table,56.99,59.9,4.57,1,0,0.9514031485284052,116.89,0.03909625206388858
01ef0716b68c8493434ad32430c24e18,bed_bath_table,fe6f03cedd96bcbc5c8726c5963fd35c,bed_bath_table,56.99,54.99,11.52,1,1,1.0363514029568475,111.98,0.10287459479733167
01fc56750f0d3444c4a1746ecf19dee0,sports_leisure,e12f98550d5a1a612066b387f97c1970,health_beauty,84.9,79.67,28.85,0,0,1.065632413299695,164.57,0.17530427596599646
01ff1ff8aa5dec93e9938b989393a4ca,perfumery,65610bb38e3ee3e20a94885411c3feec,health_beauty,53.9,114.0,3.89,0,0,0.4728028701502618,167.9,0.02316841472057939
01ff1ff8aa5dec93e9938b989393a4ca,perfumery,c0205b35b5e0f162b0dcc48572223b72,perfumery,53.9,39.0,3.89,1,0,1.3820158457475449,92.9,0.04187253097383235
01ff1ff8aa5dec93e9938b989393a4ca,perfumery,faa36d27544b2b05c79f3d8c801d5dbd,perfumery,51.6,35.9,2.93,1,0,1.4372858694743882,87.5,0.03348533159621033
02090f97a28b3d10d19a09f045f6df34,watches_gifts,a40675a9c6ef2410e3420483a1f8c81f,watches_gifts,349.9,119.9,19.52,1,0,2.918240882061033,469.79999999999995,0.04154950713174302
023a60ac6b3484afe23d788ce2444df0,bed_bath_table,4d687600c495f2049542171633cf1f77,bed_bath_table,259.9,210.0,13.14,1,0,1.237613154223075,469.9,0.02796333695821035
02475368dfb38934fe55f574024fe1d7,watches_gifts,0bdd9a52d192d64770e33ae559512478,watches_gifts,29.0,55.0,1.66,1,0,0.5272631406701697,84.0,0.019761669503934477
02475368dfb38934fe55f574024fe1d7,watches_gifts,186fe07c8b8005ec6a498587ffbc1352,watches_gifts,29.0,29.0,1.66,1,0,0.9999655184303989,58.0,0.02862019620351373
02475368dfb38934fe55f574024fe1d7,watches_gifts,5c692818d313aa12864b48ac0c2472c2,watches_gifts,29.0,29.0,1.94,1,0,0.9999655184303989,58.0,0.03344769917760038
02475368dfb38934fe55f574024fe1d7,watches_gifts,87cb507e0daa37bbf34956fd59eba832,watches_gifts,29.0,29.0,14.1,1,0,0.9999655184303989,58.0,0.24309925690936363
02475368dfb38934fe55f574024fe1d7,watches_gifts,8bef2f3e34f2cc22c908921e6e9eebee,watches_gifts,29.0,39.0,7.78,1,0,0.7435706776749315,68.0,0.11441008220467346
02475368dfb38934fe55f574024fe1d7,watches_gifts,924b2122bcd5d6eb53d37a167d3b1d47,watches_gifts,29.0,38.0,1.94,1,0,0.7631378121628378,67.0,0.02895479171952657
025dd9fac2544d8e7e3451ec87bc6511,bed_bath_table,8baa04d18d4b88b620189531e5222f1c,bed_bath_table,118.58,59.9,19.54,1,0,1.9795996727934426,178.48,0.10947944038861279
02623b0e4e6b951aefb23575de1f3886,housewares,40a4dfa74a737d541b3c2413edf9cdf6,housewares,54.0,49.0,26.33,1,0,1.102018326156609,103.0,0.2556285861302317
02623b0e4e6b951aefb23575de1f3886,housewares,ec2d43cc59763ec91694573b31f1c29a,bed_bath_table,54.0,45.9,26.33,0,1,1.1764449576261955,99.9,0.26356092531606284
027cdd14a677a5834bc67a9789db5021,perfumery,e78506414d2563b6414cfd84b7fa0802,perfumery,69.0,174.0,1.45,1,0,0.3965494451181315,243.0,0.005967053633524142
0288f8dd74b931b4ec7a468fdd6ed040,toys,80ba61cb89c5cc6f704b91b30fae834c,toys,49.99,49.99,21.15,1,0,0.999979996399352,99.98,0.21154019263660093
028b3574d7619f191a7345161ae590e4,telephony,abc3432ff825d8e524db1d4eac6d2099,telephony,49.99,39.99,13.43,1,0,1.2500312570328325,89.98,0.14925373134328357
0294e314a033317e28ecc40aee9025e8,pet_shop,2e5bddcf20a946aad0394cf0a62743f4,pet_shop,6.5,41.7,7.650000000000001,1,1,0.15587156183304957,48.2,0.15871040019916602
02a0c276d5a252215b48269dea73a6e7,sports_leisure,2527d5ced6628c0e47d84293794bc208,health_beauty,120.0,89.9,15.83,0,0,1.3348016151099542,209.9,0.07541650587657991
02ed3b595447e948efc3eac897e4df0e,bed_bath_table,06edb72f1e0c64b14c5b79353f7abea3,bed_bath_table,40.35,39.99,17.43,1,0,1.0089770198294616,80.34,0.21695024956124517
02ed3b595447e948efc3eac897e4df0e,bed_bath_table,71b157e39523e25558ed9cc1960c3fbd,bed_bath_table,40.35,19.8,5.89,1,1,2.0377758699055604,60.150000000000006,0.09792023407757143
033ccb3016d3b24bc724629b8df41f94,sports_leisure,4991aed650384274b2e7bce99caff130,sports_leisure,44.9,54.9,12.92,1,0,0.8178357406968908,99.8,0.1294576206651236
03566b85189259c49476f004ad2afd08,health_beauty,7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,44.99,58.99,52.13,1,0,0.7626587106507773,103.98,0.501341591252248
03624ffc0958f7ea385b6d4e088532b0,health_beauty,43df79876ad10b1a273644d9e177da75,health_beauty,129.9,109.9,16.22,1,0,1.1819728664889309,239.8,0.0676394176838295
0369a47f7ad96df46ad8ed76767de8bd,perfumery,91910bbde68f7027e850dcd82b25c5bb,perfumery,39.9,39.9,20.21,1,0,0.9999749379714795,79.8,0.25325497174220873
0369a47f7ad96df46ad8ed76767de8bd,perfumery,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,toys,39.9,99.99,20.21,0,0,0.3990359132321909,139.89,0.14446962277773412
03ba2b6c24374d16022585b6b1b385e1,sports_leisure,db4e53a9c9aa94503fbeb12a2fdbf7ba,sports_leisure,50.4,75.6,37.55,1,0,0.6666578484411582,126.0,0.2980135078293029
03d4233b9e3382adaed9e5c58626f1dc,furniture_decor,e4c0d69bafff0157f574aae9a147a8c1,furniture_decor,10.99,9.99,12.08,1,0,1.0999899909918927,20.98,0.5757590200657737
03d817e5e392e78674ed0bd8195f9159,computers_accessories,1179867d805886591809f49767db9ecd,computers_accessories,120.0,120.0,12.0,1,0,0.9999916667361105,240.0,0.04999979166753472
03d817e5e392e78674ed0bd8195f9159,computers_accessories,33e503f68fb60fe165ed992965f2c737,computers_accessories,120.0,120.0,12.0,1,1,0.9999916667361105,240.0,0.04999979166753472
03d817e5e392e78674ed0bd8195f9159,computers_accessories,993ac19aa975075775c16ba15426f8be,computers_accessories,120.0,2499.75,12.0,1,0,0.04800478127621511,2619.75,0.00458058800244756
03d817e5e392e78674ed0bd8195f9159,computers_accessories,da7813106f94601e6022f50017299e2f,computers_accessories,120.0,120.0,12.0,1,0,0.9999916667361105,240.0,0.04999979166753472
03e931f387c2dd5b006aecdb12515b2e,bed_bath_table,85b6cd7f57f7a06d180c93e8c74f6381,bed_bath_table,53.0,53.5,12.81,1,0,0.9906356890525411,106.5,0.12028056074590848
03e931f387c2dd5b006aecdb12515b2e,bed_bath_table,b60c241f66e031959b70e1c60725f0bc,bed_bath_table,53.0,60.0,13.97,1,0,0.8833186113564774,113.0,0.12362722453783595
03e931f387c2dd5b006aecdb12515b2e,bed_bath_table,d9e7d13814ea50f9ae1f612ef6b3a1f1,bed_bath_table,53.0,53.2,12.81,1,0,0.9962218755286555,106.2,0.12062033314187248
0424d4d1508370eb771126734ec9740e,bed_bath_table,65223c26538a2226610efc437e488b77,bed_bath_table,99.0,31.0,10.19,1,0,3.193445372729912,130.0,0.0783840124306736
0437850bd55b9b2b9cf104b59a611666,stationery,fedbf77eb491dfc9ac276b9ea9ee10c6,stationery,19.87,20.0,6.28,1,1,0.9934503274836258,39.870000000000005,0.15750796318125956
044f05bc9de36e8a693a83e4bc79dd0d,telephony,67cf741b2e7fa5801046eeb8b95b8aa8,telephony,24.99,24.99,7.78,1,0,0.9999599855948141,49.98,0.15565915047718135
04566e1a1afa83470b25c2642706fc32,housewares,9f51209599d82cd4c08f2d1c9442f507,sports_leisure,65.0,18.99,18.13,0,0,3.4226738981622873,83.99,0.21585646081127738
045e41f597e72ebfe5e9de50788fbf03,sports_leisure,ea102536094cd45ff11f73dc8be9142e,sports_leisure,229.0,129.0,12.86,1,0,1.7751800373640514,358.0,0.035921687369588354
04869307f7e7dc5b07f1d83406ade1e5,toys,9aef37b9deb4c4565b32f24a593b06ca,toys,139.9,139.9,12.18,1,0,0.9999928520882624,279.8,0.04353093805954947
048bb098a0e194ddc3d0287b954bc9d8,stationery,ad3e8888fa82a721dd44c481da333ea7,stationery,22.22,25.73,16.93,1,0,0.8635498037386808,47.95,0.353068757690142
049ac5dce8536884a652ce73c58022ab,bed_bath_table,86332b1229c41aeb4ab9d85472de3ed9,bed_bath_table,34.9,260.0,30.96,1,0,0.13423025296056554,294.9,0.10498438459008279
049ac5dce8536884a652ce73c58022ab,bed_bath_table,a58d73d571793d350bfd31a624416f2d,bed_bath_table,34.9,210.0,30.96,1,0,0.1661896848110247,244.9,0.12641843030449038
04a67e69edfb208f784da30294f69c5b,sports_leisure,76da62260c1793eadb05355edc9fd6ee,sports_leisure,182.0,308.0,10.43,1,0,0.5909071723793105,490.0,0.021285670845569704
04af9f3af5c6afc4eece909c25330934,watches_gifts,15fdd6032f35d4add5066fb90be28630,watches_gifts,129.0,89.0,15.51,1,0,1.4494219166076785,218.0,0.07114646263090536
04ca6bf4b3d9aa78046f0973efe2f4b1,signaling_and_security,16522de6b7f6222b7f9c3b00a0cf3218,baby,75.9,79.9,21.32,0,0,0.949925532846898,155.8,0.13684122694976283
04de91d60b1cc9be205fb4a63c87bece,stationery,b1a72e4db970375eb23425e55df451f3,toys,18.99,47.88,0.75,0,0,0.39660825797289107,66.87,0.011215624112096423
04f982a576e5d149919df37e292fa79e,bed_bath_table,88821a8093b316b2679fd44c828a31c2,bed_bath_table,109.9,30.0,56.7,1,0,3.6632112262924568,139.9,0.4052865955211185
04fd8d64a2539d188bef33bb288410bb,bed_bath_table,c32b1155b886162db8e1ec114699a799,bed_bath_table,93.0,56.99,19.72,1,0,1.63183660577986,149.99,0.13147455513997505
050d890ccc1c0874e166c9af9c6dd821,health_beauty,2db85e45ff15b96518baa00fdacdc6c6,health_beauty,85.61,42.41,17.34,1,0,2.0185800853552145,128.01999999999998,0.13544652830395015
050d890ccc1c0874e166c9af9c6dd821,health_beauty,ba8ebd875851a6e44d2290d2cbea64cd,health_beauty,85.61,47.57,17.34,1,0,1.799625822454857,133.18,0.1301987520742448
0515b574204dff0dbdc5dac180f3df3a,stationery,8e74e3853aab7e70abf97b857562fee6,stationery,44.0,39.0,7.55,1,0,1.128176200610241,83.0,0.09096275948482548
0521fe3eb04940304b489d0fb49a37dd,garden_tools,34dfc6386b7550503bd2e582ef45d041,housewares,104.53,173.0,57.19,0,0,0.6042161606002278,277.53,0.20606706998497468
0521fe3eb04940304b489d0fb49a37dd,garden_tools,d43c65f300c5cfaae005f1f954fc0b15,housewares,104.53,78.9,24.85,0,0,1.3248247804210338,183.43,0.1354732842322181
0522015abfd1094949180dee8dacbdf9,furniture_decor,2d40d83fc97b8d4d468b4ab5a6a0810d,furniture_decor,29.9,29.9,11.85,1,0,0.9999665563024648,59.8,0.1981572214511463
0522015abfd1094949180dee8dacbdf9,furniture_decor,8d777214c45c704660310bdc5a2741ea,furniture_decor,29.9,29.9,11.85,1,0,0.9999665563024648,59.8,0.1981572214511463
0522015abfd1094949180dee8dacbdf9,furniture_decor,a963b6b0ba2dd73f51cb8f84855094fc,furniture_decor,24.9,29.9,15.1,1,0,0.8327480686264673,54.8,0.2755424171091769
0522015abfd1094949180dee8dacbdf9,furniture_decor,d249f9dc99c68bbd2e4301672e0f97c5,furniture_decor,24.9,24.9,15.1,1,0,0.9999598409702422,49.8,0.3032067629164073
0522015abfd1094949180dee8dacbdf9,furniture_decor,e478d0bd1efbc9329837d30c174bb850,furniture_decor,24.9,29.9,15.1,1,0,0.8327480686264673,54.8,0.2755424171091769
052413504e5295cd66ec4ced0b310062,watches_gifts,b2e22c958b453a43a650a579dcac2e43,watches_gifts,159.9,344.9,19.86,1,0,0.4636112971548358,504.79999999999995,0.03934223585135529
056010e0e6196d99309275e1b2d12c80,stationery,9fdc434e0c81bc6d990065c2a7efb4de,stationery,44.0,29.3,9.99,1,0,1.5016552336097744,73.3,0.13628736306462394
0561435e3af107a3bd2104466ad5985a,bed_bath_table,63cbf4066cf395d6634831160ddacbbd,furniture_decor,34.9,153.75,3.39,0,0,0.22699039355841585,188.65,0.01796969006260237
056193fc88b3f131fae751356896b168,housewares,29ffae92a47bf21dd4c109d40b4de7f6,food_drink,129.0,19.9,22.93,0,0,6.482086327320236,148.9,0.15399493623279897
056d012d264624accb7f73d31caee034,bed_bath_table,3e5201fe0d1ba474d9b90152c83c706c,bed_bath_table,118.90000000000002,118.90000000000002,17.666666666666668,1,1,0.9999915896418028,237.80000000000004,0.07429180981857378
056d012d264624accb7f73d31caee034,bed_bath_table,592962829d5a715304344e656e39108a,bed_bath_table,119.9,119.9,11.58,1,1,0.99999165978599,239.8,0.04829004049190787
057df564fda79ad8fa5e1928dfbe3e8c,cool_stuff,e8ca14b6c60a3194f2353bbfe0287bbe,cool_stuff,11.99,14.99,1.28,1,1,0.799813221266093,26.98,0.04744079166821096
05805f52cdeb93d7684f871e599f0078,furniture_decor,40b6762970c412b5b5392cd0d4c006b1,furniture_decor,280.0,69.99,84.96,1,0,4.000514351845237,349.99,0.24274909926255245
05805f52cdeb93d7684f871e599f0078,furniture_decor,abe171a94bee936786955f928bd764ab,bed_bath_table,280.0,81.8,84.96,0,0,3.422941039840589,361.8,0.23482522159971916
05805f52cdeb93d7684f871e599f0078,furniture_decor,c64fe38b4cd06cf7160d9505aa87b8c4,furniture_decor,280.0,69.99,84.96,1,0,4.000514351845237,349.99,0.24274909926255245
058b372f969b59e8c4a27e224243909c,stationery,fb55982be901439613a95940feefd9ee,stationery,45.666666666666664,79.0,3.3333333333333335,1,1,0.5780517546191398,124.66666666666666,0.026737753440480426
059ca09d32720d9adce3ae12e181339d,perfumery,d8cabd83757ecf48a7d2628dee9135c1,perfumery,109.9,189.0,18.05,1,0,0.5814784048761646,298.9,0.06038788762834518
05a6b99c0460f22f5f8101493c0e3c0e,furniture_decor,2481a472d98c582b46bc2dfeae6f539f,furniture_decor,69.8,59.55,30.13,1,0,1.1721045826266563,129.35,0.23293209948125643
05a6b99c0460f22f5f8101493c0e3c0e,furniture_decor,dde35467201d3ff9e3f8e4297aa2768e,home_confort,69.8,89.9,30.13,0,0,0.7764096061222899,159.7,0.18866506784553636
05b515fdc76e888aada3c6d66c201dff,health_beauty,270516a3f41dc035aa87d220228f844c,health_beauty,1.2,1.2,7.89,1,1,0.9991673605328893,2.4,3.2861307788421494
05b515fdc76e888aada3c6d66c201dff,health_beauty,79ce45dbc2ea29b22b5a261bbb7b7ee7,health_beauty,1.2,7.8,7.889999999999999,1,1,0.15382643250865272,9.0,0.876569270081102
05c723fd782f0208b09b7c86f5220a5b,furniture_decor,ea73128566d1b082e5101ce46f8107c7,furniture_decor,99.85,139.9,17.16,1,0,0.7137189869979484,239.75,0.07157425829297896
05cd024f2c54923c3396db4156fdaa44,furniture_decor,2078312a2dcf1fcd8a38eabcf5dd033a,furniture_decor,79.0,49.9,17.62,1,1,1.5831346065209115,128.9,0.13669405202442184
05df88a280f9c6edca3b2f5f9b3e75ad,bed_bath_table,32dfa38395ccd47d7b320470b0514fee,bed_bath_table,91.0,13.99,7.78,1,1,6.50418125938103,104.99,0.07410158966006611
05f0fe07929d35be0748fac56eecbeb2,health_beauty,2dd91cf063cf57cb0eebef072746daab,health_beauty,110.32,110.32,18.87,1,0,0.9999909355426437,220.64,0.08552354276856977
0609678aec06f28cd8e177550d26e73b,bed_bath_table,2f20a2013902657c0800ddf524514e4e,bed_bath_table,74.99,74.99,8.88,1,0,0.9999866650664746,149.98,0.059207499616618114
0609678aec06f28cd8e177550d26e73b,bed_bath_table,2f48e99df2052ce8a7d14855ea40e838,bed_bath_table,74.99,74.99,25.58,1,0,0.9999866650664746,149.98,0.17055493695868143
060cb19345d90064d1015407193c233d,auto,98d61056e0568ba048e5d78038790e77,auto,147.9,169.0,19.806,1,1,0.8751427506346117,316.9,0.06249901388761791
060ea530ba6184d49f7b1cc031c4c97e,bed_bath_table,5715a3dc7df27aa1c131f51e17e614df,bed_bath_table,59.9,59.9,18.3,1,0,0.9999833057878834,119.8,0.15275331591555996
060ea530ba6184d49f7b1cc031c4c97e,bed_bath_table,8279f484b70cb6fb2a87f36e766bd559,bed_bath_table,59.9,59.9,18.3,1,0,0.9999833057878834,119.8,0.15275331591555996
060ea530ba6184d49f7b1cc031c4c97e,bed_bath_table,bdeca320bdf54d3cdbb982d737526dc5,bed_bath_table,59.9,59.9,18.3,1,0,0.9999833057878834,119.8,0.15275331591555996
060ea530ba6184d49f7b1cc031c4c97e,bed_bath_table,c86dde6d75b1c5f5c6ac95000a63b7a7,bed_bath_table,59.9,59.9,18.3,1,0,0.9999833057878834,119.8,0.15275331591555996
